#ra, dec, redshift, g_ab, r_ab, i_ab, z_ab, absmag_r_total, bulge_n, disk_n, BulgeHalfLightRadius, gal_type, mass_stellar, mass_halo
10.0467, 0.0417, 2.5674, 27.1469, 27.1964, 27.2473, 27.3385, -19.2408, 4.0000, 1.0000, 0.0000, nan, 0.0339, 4.4754
10.0463, 0.0417, 2.3783, 26.9299, 26.9299, 27.2762, 26.9889, -18.7817, 4.0000, 1.0000, 0.0000, nan, 0.0178, 7.0574
10.0454, 0.0434, 2.3248, 27.6105, 27.6218, 27.6666, 27.6842, -19.1013, 4.0000, 1.0000, 0.0000, nan, 0.0609, 3.7008
10.0454, 0.0427, 1.9788, 27.2870, 27.5101, 27.2170, 26.9681, -19.5531, 4.0000, 1.0000, 0.0000, nan, 0.0692, 7.3156
10.0459, 0.0426, 0.6893, 26.8823, 26.8390, 26.7502, 26.7870, -16.0041, 4.0000, 1.0000, 0.0000, nan, 0.0015, 1.2910
10.0470, 0.0410, 0.9937, 28.1402, 27.7900, 27.5742, 27.3996, -16.3012, 4.0000, 1.0000, 0.0000, nan, 0.0023, 1.6352
10.0472, 0.0412, 0.9890, 26.9577, 26.8598, 26.4548, 26.0403, -17.6765, 4.0000, 1.0000, 0.0000, nan, 0.0105, 3.3566
10.0483, 0.0410, 2.3884, 27.9307, 27.9448, 27.9955, 28.0415, -18.6146, 4.0000, 1.0000, 0.0000, nan, 0.0255, 1.9795
10.0489, 0.0439, 1.4589, 26.8544, 26.6887, 26.2758, 26.0275, -20.4179, 4.0000, 1.0000, 0.1581, nan, 0.2700, 13.3402
10.0472, 0.0439, 2.6969, 26.9323, 26.8332, 26.9549, 26.9921, -20.0511, 4.0000, 1.0000, 0.0000, nan, 0.1030, 8.4344
10.0484, 0.0422, 3.0892, 27.2980, 26.6530, 26.7128, 27.1457, -19.9892, 4.0000, 1.0000, 0.0000, nan, 0.0360, 6.6271
10.0492, 0.0420, 1.4854, 24.9926, 24.7701, 24.3313, 24.1361, -21.9847, 4.0000, 1.0000, 0.0000, nan, 0.8902, 50.0042
10.0469, 0.0436, 1.4981, 27.7742, 27.7270, 27.4645, 27.4266, -17.1079, 4.0000, 1.0000, 0.0000, nan, 0.0032, 1.3771
10.0476, 0.0431, 2.7682, 26.7373, 26.3232, 26.5122, 26.5655, -21.8532, 4.0000, 1.0000, 0.1690, nan, 0.8623, 29.9509
10.0472, 0.0430, 0.4108, 28.1591, 26.8597, 26.4000, 26.1570, -15.5913, 4.0000, 1.0000, 0.0000, nan, 0.0078, 1.7213
10.0477, 0.0422, 2.9499, 27.6455, 27.5415, 27.5958, 27.6704, -19.5173, 4.0000, 1.0000, 0.0000, nan, 0.0763, 6.3689
10.0542, 0.0339, 0.3653, 27.1825, 25.8503, 25.3415, 25.0665, -16.4400, 4.0000, 1.0000, 0.0000, nan, 0.0259, 1.2049
9.9185, -0.0375, 0.3543, 27.1741, 26.1176, 25.8726, 25.7442, -15.5946, 4.0000, 1.0000, 0.0000, nan, 0.0057, 1.0328
9.9212, -0.0371, 0.4532, 28.5360, 27.3056, 26.8609, 26.6043, -15.4055, 4.0000, 1.0000, 0.0000, nan, 0.0038, 1.2910
9.9213, -0.0382, 0.7180, 27.2271, 26.5890, 25.8022, 25.5945, -17.6344, 4.0000, 1.0000, 0.0000, nan, 0.0326, 3.9590
9.9204, -0.0376, 0.9816, 27.0751, 26.8534, 26.3239, 25.8300, -18.2458, 4.0000, 1.0000, 0.0000, nan, 0.0459, 5.0779
9.9216, -0.0382, 0.9967, 27.3398, 26.8181, 26.1598, 25.5666, -18.7376, 4.0000, 1.0000, 0.0000, nan, 0.0809, 4.3033
9.9176, -0.0338, 3.6794, 28.2108, 27.8643, 27.8934, 27.9234, -19.5083, 4.0000, 1.0000, 0.0000, nan, 0.0392, 5.0779
9.9182, -0.0338, 1.3459, 27.3336, 27.3641, 27.2540, 26.9907, -18.1701, 4.0000, 1.0000, 0.0000, nan, 0.0180, 2.8402
9.9185, -0.0356, 1.1506, 28.4760, 26.5266, 25.4003, 24.5921, -20.8310, 4.0000, 1.0000, 0.3387, nan, 0.9574, 2.7541
9.9182, -0.0346, 1.2161, 26.5676, 26.2705, 26.0178, 25.4155, -19.4274, 4.0000, 1.0000, 0.0000, nan, 0.1296, 15.9221
9.9191, -0.0360, 1.4992, 27.7344, 27.6744, 27.3218, 27.0643, -19.0105, 4.0000, 1.0000, 0.0000, nan, 0.0835, 3.0984
9.9554, -0.0437, 1.1897, 27.8050, 27.7495, 27.6115, 27.0076, -17.3345, 4.0000, 1.0000, 0.0000, nan, 0.0096, 3.4426
9.9542, -0.0436, 1.5370, 27.0826, 27.1664, 27.1198, 27.0052, -18.8279, 4.0000, 1.0000, 0.0000, nan, 0.0648, 5.2500
9.9506, -0.0393, 1.3115, 27.3533, 26.9383, 26.1399, 25.5949, -20.4156, 4.0000, 1.0000, 0.2019, nan, 0.6601, 7.9180
9.9515, -0.0396, 1.0424, 26.3975, 26.3367, 25.9837, 25.4525, -18.6223, 4.0000, 1.0000, 0.0000, nan, 0.0568, 5.5082
9.9513, -0.0410, 2.3305, 27.6051, 27.6387, 27.6916, 27.7353, -19.2907, 4.0000, 1.0000, 0.0000, nan, 0.0928, 5.7664
9.9516, -0.0439, 0.5915, 28.0510, 26.8087, 26.2452, 26.0922, -16.5371, 4.0000, 1.0000, 0.0000, nan, 0.0061, 1.8074
9.9522, -0.0435, 0.5980, 27.9260, 26.4744, 25.5618, 25.1791, -17.7920, 4.0000, 1.0000, 0.0000, nan, 0.0845, 2.7541
9.9524, -0.0435, 0.6237, 26.1515, 24.8388, 24.1035, 23.8622, -19.0333, 4.0000, 1.0000, 0.0901, nan, 0.1127, 6.3689
9.9516, -0.0434, 1.3873, 28.0056, 27.9726, 27.6915, 27.3951, -18.2516, 4.0000, 1.0000, 0.0000, nan, 0.0325, 4.0451
9.9516, -0.0415, 2.3825, 28.0376, 27.9971, 28.1558, 27.9872, -19.2445, 4.0000, 1.0000, 0.0000, nan, 0.1111, 8.1762
9.9519, -0.0415, 1.3969, 26.5501, 26.6016, 26.4928, 26.3174, -18.9913, 4.0000, 1.0000, 0.0000, nan, 0.0418, 4.3033
9.9529, -0.0418, 2.9356, 27.8976, 27.2324, 27.2405, 27.4782, -21.7385, 4.0000, 1.0000, 0.2852, nan, 0.5940, 23.0656
9.9525, -0.0418, 1.5473, 26.9962, 27.0829, 27.0292, 26.9091, -18.7786, 4.0000, 1.0000, 0.0000, nan, 0.0476, 5.1639
9.9456, -0.0351, 1.0723, 25.2288, 24.4969, 24.0087, 23.4096, -21.3415, 4.0000, 1.0000, 0.3302, nan, 0.9732, 38.1271
9.9455, -0.0378, 2.3545, 27.9061, 27.9537, 28.0114, 28.0510, -18.8499, 4.0000, 1.0000, 0.0000, nan, 0.0492, 3.8730
9.9456, -0.0380, 0.9154, 28.4429, 26.4729, 25.3989, 24.6307, -19.8233, 4.0000, 1.0000, 0.2182, nan, 0.5693, 3.4426
9.9456, -0.0367, 1.8068, 26.4848, 26.6873, 26.0098, 25.6009, -22.9030, 4.0000, 1.0000, 0.1418, nan, 3.0577, 59.8156
9.9478, -0.0361, 0.9765, 27.5401, 25.9426, 24.9087, 24.1004, -20.9185, 4.0000, 1.0000, 0.5985, nan, 1.3232, 6.9713
9.9483, -0.0382, 2.7129, 27.2465, 27.2830, 27.3277, 27.3920, -19.5676, 4.0000, 1.0000, 0.0000, nan, 0.0902, 7.4877
9.9489, -0.0376, 0.4305, 27.7117, 26.5000, 26.1587, 25.9540, -15.8976, 4.0000, 1.0000, 0.0000, nan, 0.0042, 0.9467
9.9475, -0.0379, 1.8889, 26.1115, 26.3685, 25.8596, 25.5205, -21.9110, 4.0000, 1.0000, 0.1545, nan, 0.9832, 34.4263
9.9477, -0.0373, 1.4739, 27.9090, 27.9708, 27.8488, 27.7183, -17.9644, 4.0000, 1.0000, 0.0000, nan, 0.0186, 3.0984
9.9473, -0.0374, 1.3585, 27.4927, 27.0631, 26.6158, 26.2317, -20.0975, 4.0000, 1.0000, 0.0000, nan, 0.2954, 11.1885
9.9465, -0.0360, 0.4521, 28.7365, 27.5397, 27.1220, 26.8836, -15.1057, 4.0000, 1.0000, 0.0000, nan, 0.0045, 1.7213
9.9466, -0.0366, 1.7925, 28.1708, 27.1753, 26.2613, 25.3819, -22.0943, 4.0000, 1.0000, 0.2252, nan, 2.2682, 977.1036
9.9469, -0.0368, 1.4759, 27.7359, 27.6967, 27.4777, 27.4574, -17.2214, 4.0000, 1.0000, 0.0000, nan, 0.0061, 1.9795
9.9453, -0.0431, 1.4390, 27.5722, 27.5579, 27.1463, 26.8020, -19.3790, 4.0000, 1.0000, 0.0000, nan, 0.1268, 8.1762
9.9465, -0.0431, 2.8864, 28.1678, 27.6469, 27.8657, 28.1863, -18.4380, 4.0000, 1.0000, 0.0000, nan, 0.0186, 6.5410
9.9731, 0.0824, 1.4776, 26.5644, 26.5241, 26.2766, 26.1628, -19.2758, 4.0000, 1.0000, 0.1962, nan, 0.0784, 6.4549
9.9736, 0.0827, 1.1889, 27.7200, 27.6967, 27.4774, 26.8969, -17.8161, 4.0000, 1.0000, 0.0000, nan, 0.0239, 2.1516
9.9753, 0.0837, 1.9694, 27.2657, 27.3917, 27.3381, 27.1764, -19.4673, 4.0000, 1.0000, 0.1209, nan, 0.0945, 6.4549
9.9752, 0.0846, 0.6825, 28.5661, 27.5205, 26.7480, 26.6242, -16.3289, 4.0000, 1.0000, 0.0000, nan, 0.0063, 2.1516
9.9780, 0.0834, 2.9423, 26.2429, 26.2390, 26.2865, 26.3225, -20.7340, 4.0000, 1.0000, 0.0642, nan, 0.1744, 9.2090
9.9772, 0.0828, 1.2088, 25.9470, 25.7019, 25.4229, 24.8463, -20.4263, 4.0000, 1.0000, 0.0839, nan, 0.2922, 14.6312
9.9754, 0.0837, 1.6577, 27.1106, 27.3741, 26.9777, 26.9586, -18.0397, 4.0000, 1.0000, 0.0000, nan, 0.0105, 2.9262
9.9769, 0.0845, 2.5567, 27.7924, 27.9961, 28.1745, 28.3198, -16.1972, 4.0000, 1.0000, 0.0000, nan, 0.0009, 1.8074
9.9763, 0.0850, 1.4351, 27.9151, 27.8056, 27.4354, 27.1508, -18.7190, 4.0000, 1.0000, 0.0000, nan, 0.0772, 5.6803
9.9759, 0.0842, 1.3810, 26.3322, 26.2146, 25.8005, 25.4523, -20.5345, 4.0000, 1.0000, 0.1619, nan, 0.3385, 15.7500
9.9680, 0.0770, 1.7772, 25.9258, 26.0707, 25.3375, 24.8553, -23.4751, 4.0000, 1.0000, 0.2676, nan, 5.8586, 291.0741
9.9696, 0.0770, 0.4294, 26.0323, 24.7019, 24.3212, 24.1022, -17.7535, 4.0000, 1.0000, 0.0000, nan, 0.0397, 1.9795
9.9698, 0.0782, 1.6658, 24.3573, 24.4851, 23.9307, 23.7764, -23.1894, 4.0000, 1.0000, 0.0000, nan, 0.7319, 33.2213
9.9689, 0.0783, 0.6319, 28.8783, 27.6279, 26.8132, 26.4713, -16.5491, 4.0000, 1.0000, 0.0000, nan, 0.0209, 0.6885
9.9692, 0.0784, 2.0647, 26.1929, 26.2788, 26.2120, 25.9747, -21.0640, 4.0000, 1.0000, 0.1907, nan, 0.4225, 18.7623
9.9717, 0.0788, 0.6607, 28.2804, 27.1555, 26.4293, 26.2859, -16.6253, 4.0000, 1.0000, 0.0000, nan, 0.0059, 1.6352
9.9719, 0.0790, 0.5971, 26.6687, 25.2171, 24.3058, 23.9233, -19.0628, 4.0000, 1.0000, 0.0000, nan, 0.2456, 4.6475
9.9709, 0.0776, 0.8067, 27.8813, 27.3279, 26.4936, 26.1526, -17.6229, 4.0000, 1.0000, 0.0000, nan, 0.0380, 3.2705
9.9715, 0.0782, 1.3387, 27.2835, 27.0161, 26.8693, 26.6697, -18.2776, 4.0000, 1.0000, 0.0000, nan, 0.0147, 2.2377
9.9714, 0.0775, 0.8504, 26.1578, 25.7529, 25.0559, 24.6646, -19.8378, 4.0000, 1.0000, 0.0000, nan, 0.2169, 10.0697
9.9704, 0.0799, 2.1913, 26.2424, 26.2577, 26.2585, 25.7180, -22.4126, 4.0000, 1.0000, 0.0000, nan, 0.9499, 40.6230
9.9719, 0.0792, 2.0974, 26.5855, 26.7087, 26.6833, 26.4719, -20.1127, 4.0000, 1.0000, 0.2182, nan, 0.1450, 8.0041
9.9712, 0.0784, 1.0186, 28.2904, 27.6252, 26.8192, 26.1331, -17.8956, 4.0000, 1.0000, 0.0000, nan, 0.0243, 4.5615
9.9707, 0.0791, 0.3597, 25.6744, 24.5207, 24.1867, 24.0034, -17.4182, 4.0000, 1.0000, 0.0000, nan, 0.0281, 3.2705
9.9778, 0.0785, 2.1463, 27.0597, 27.0547, 26.9451, 26.4336, -22.5119, 4.0000, 1.0000, 0.1078, nan, 2.1552, 43.1189
9.9773, 0.0816, 0.7971, 28.3461, 27.8284, 26.9822, 26.6853, -16.8203, 4.0000, 1.0000, 0.0000, nan, 0.0142, 2.2377
9.9774, 0.0797, 2.0969, 27.0520, 27.1455, 27.2078, 27.1512, -19.2954, 4.0000, 1.0000, 0.0000, nan, 0.0441, 2.8402
9.9751, 0.0774, 1.0291, 25.2557, 25.2494, 24.9269, 24.4573, -19.4382, 4.0000, 1.0000, 0.0000, nan, 0.0587, 8.8648
9.9744, 0.0778, 0.4648, 28.9499, 27.5927, 27.0171, 26.6875, -15.4378, 4.0000, 1.0000, 0.0000, nan, 0.0090, 2.3238
9.9753, 0.0783, 0.3579, 26.1355, 25.0876, 24.7148, 24.5062, -16.9033, 4.0000, 1.0000, 0.0000, nan, 0.0222, 2.4098
9.9765, 0.0782, 0.8496, 27.6891, 26.1768, 25.0787, 24.4528, -19.5799, 4.0000, 1.0000, 0.1808, nan, 0.3068, 5.6803
9.9759, 0.0780, 1.3843, 28.0575, 27.9742, 27.7392, 27.4798, -18.0255, 4.0000, 1.0000, 0.0000, nan, 0.0288, 3.6148
9.9767, 0.0785, 1.5045, 27.7272, 27.6975, 27.3831, 27.1728, -18.9278, 4.0000, 1.0000, 0.0000, nan, 0.0557, 4.8197
9.9767, 0.0787, 1.5141, 27.5526, 27.6390, 27.6145, 27.6467, -17.3256, 4.0000, 1.0000, 0.0000, nan, 0.0076, 4.9918
9.9757, 0.0783, 3.1853, 27.4879, 26.5178, 26.4804, 26.9731, -20.7962, 4.0000, 1.0000, 0.0000, nan, 0.1475, 12.3074
9.9726, 0.0793, 0.6662, 28.5543, 27.6612, 26.8845, 26.6824, -16.3400, 4.0000, 1.0000, 0.0000, nan, 0.0095, 1.0328
9.9758, 0.0817, 1.3046, 27.8550, 27.8263, 27.6161, 27.2283, -17.9999, 4.0000, 1.0000, 0.0000, nan, 0.0277, 3.4426
9.9761, 0.0822, 2.0097, 27.3175, 27.4135, 27.2899, 27.0336, -19.9930, 4.0000, 1.0000, 0.0000, nan, 0.1557, 10.2418
10.0477, -0.0760, 0.9114, 27.9738, 26.4561, 25.3651, 24.7099, -19.6033, 4.0000, 1.0000, 0.2247, nan, 0.2421, 3.1844
10.0475, -0.0739, 0.8292, 27.4706, 26.8596, 25.9544, 25.5984, -18.2442, 4.0000, 1.0000, 0.0000, nan, 0.0534, 5.1639
10.0494, -0.0739, 1.1490, 27.0235, 27.0016, 26.8084, 26.1692, -18.0939, 4.0000, 1.0000, 0.0000, nan, 0.0175, 4.9057
10.0489, -0.0734, 1.4273, 28.0323, 27.9821, 27.6287, 27.3322, -18.5253, 4.0000, 1.0000, 0.0000, nan, 0.0503, 3.5287
10.0491, -0.0734, 0.9603, 26.6067, 26.2395, 25.5890, 25.0644, -19.1650, 4.0000, 1.0000, 0.2714, nan, 0.0579, 5.9385
10.0477, -0.0758, 1.2914, 27.6921, 27.4773, 27.1808, 26.6819, -18.5542, 4.0000, 1.0000, 0.0000, nan, 0.0534, 5.1639
10.0479, -0.0753, 2.7057, 24.9970, 25.0262, 25.0511, 25.1184, -21.8424, 4.0000, 1.0000, 0.1543, nan, 0.6023, 66.7009
10.0476, -0.0748, 0.1914, 23.8838, 23.2214, 22.9763, 22.8532, -16.9949, 4.0000, 1.0000, 0.0000, nan, 0.0165, 1.2910
10.0542, -0.0750, 2.8739, 27.3684, 27.0898, 27.3002, 27.5323, -18.6188, 4.0000, 1.0000, 0.0000, nan, 0.0131, 4.9057
10.0548, -0.0751, 3.2193, 27.9794, 27.7141, 27.7378, 27.8123, -19.2700, 4.0000, 1.0000, 0.0000, nan, 0.0432, 5.1639
10.0543, -0.0751, 2.7175, 27.0211, 26.6801, 26.8304, 26.8260, -21.7820, 4.0000, 1.0000, 0.0000, nan, 0.6388, 26.0779
10.0547, -0.0720, 3.2642, 28.1958, 27.8043, 27.8143, 27.9341, -19.5228, 4.0000, 1.0000, 0.0000, nan, 0.0590, 5.6803
10.0549, -0.0741, 0.8495, 27.0087, 26.2909, 25.3431, 24.9286, -19.0475, 4.0000, 1.0000, 0.0000, nan, 0.1696, 7.1435
10.0541, -0.0738, 0.5747, 22.5513, 21.7556, 21.1685, 20.8876, -22.4265, 4.0000, 1.0000, 0.2278, nan, 2.8512, 71.9509
10.0536, -0.0739, 1.9689, 27.1918, 27.3261, 27.2837, 27.1513, -19.2815, 4.0000, 1.0000, 0.0000, nan, 0.0740, 6.5410
10.0537, -0.0729, 1.7513, 27.0767, 27.1356, 27.1545, 27.0231, -19.3486, 4.0000, 1.0000, 0.0000, nan, 0.0929, 7.3156
10.0538, -0.0733, 0.7556, 25.9690, 25.5583, 24.8300, 24.6375, -18.7207, 4.0000, 1.0000, 0.0000, nan, 0.0661, 6.3689
10.0508, -0.0764, 3.7736, 28.8138, 27.8603, 27.5829, 27.4638, -22.6928, 4.0000, 1.0000, 0.2196, nan, 1.9839, 50.9509
10.0510, -0.0769, 0.7972, 29.4164, 27.9254, 26.7723, 26.2164, -17.8124, 4.0000, 1.0000, 0.0000, nan, 0.0662, 2.0656
10.0521, -0.0747, 2.4765, 28.0986, 27.9649, 28.0938, 27.9653, -19.9023, 4.0000, 1.0000, 0.0000, nan, 0.1382, 7.7459
10.0512, -0.0764, 1.4920, 24.9574, 24.9817, 24.7909, 24.6280, -21.4322, 4.0000, 1.0000, 0.1285, nan, 0.5296, 28.3156
10.0534, -0.0753, 3.2123, 27.7132, 27.6082, 27.6450, 27.6655, -19.8932, 4.0000, 1.0000, 0.0000, nan, 0.0760, 7.6598
10.0532, -0.0753, 1.5512, 25.6612, 25.7265, 25.5942, 25.4438, -20.3974, 4.0000, 1.0000, 0.0776, nan, 0.2119, 12.1353
10.0504, -0.0755, 1.2418, 28.0534, 27.9590, 27.7336, 27.1708, -17.7917, 4.0000, 1.0000, 0.0000, nan, 0.0146, 2.2377
10.0496, -0.0761, 0.8584, 26.8915, 26.7689, 26.1362, 25.9000, -17.6004, 4.0000, 1.0000, 0.0000, nan, 0.0228, 2.8402
10.0503, -0.0745, 1.9716, 27.6331, 27.7389, 27.5881, 27.3242, -19.6181, 4.0000, 1.0000, 0.0000, nan, 0.1406, 6.9713
10.0501, -0.0742, 2.3234, 26.8601, 26.8950, 26.9498, 26.9959, -19.9029, 4.0000, 1.0000, 0.0000, nan, 0.1145, 7.2295
10.0536, -0.0727, 1.8962, 27.3420, 27.7581, 27.4467, 27.3338, -17.9696, 4.0000, 1.0000, 0.0000, nan, 0.0090, 2.0656
10.0530, -0.0718, 2.6208, 27.6158, 27.6018, 27.6859, 27.7294, -19.2787, 4.0000, 1.0000, 0.0000, nan, 0.0641, 5.6803
10.0535, -0.0718, 1.8007, 26.6862, 26.7412, 26.7846, 26.6660, -19.5975, 4.0000, 1.0000, 0.0000, nan, 0.1352, 7.6598
10.0499, -0.0723, 0.4225, 28.1197, 27.2542, 27.1183, 27.0347, -14.6999, 4.0000, 1.0000, 0.0000, nan, 0.0009, 1.2049
10.0497, -0.0738, 1.0242, 27.5991, 27.4744, 27.3555, 27.1570, -16.3615, 4.0000, 1.0000, 0.0000, nan, 0.0020, 2.7541
10.0516, -0.0715, 1.4240, 24.4241, 24.3543, 24.2197, 24.1115, -21.0700, 4.0000, 1.0000, 0.0000, nan, 0.2791, 27.6271
10.0510, -0.0719, 1.6370, 27.6972, 27.7538, 27.6442, 27.5583, -19.5008, 4.0000, 1.0000, 0.0663, nan, 0.0525, 3.7869
10.0501, -0.0739, 1.3523, 27.0751, 27.0910, 26.9315, 26.6528, -18.6039, 4.0000, 1.0000, 0.0000, nan, 0.0405, 4.3033
10.0500, -0.0740, 2.5679, 27.6952, 27.3651, 27.5827, 27.4037, -19.7884, 4.0000, 1.0000, 0.0000, nan, 0.0627, 2.7541
10.0504, -0.0740, 1.4240, 27.4886, 27.5160, 27.2311, 26.9662, -18.8841, 4.0000, 1.0000, 0.0000, nan, 0.0718, 3.3566
10.0516, -0.0737, 3.5029, 28.8042, 27.6094, 27.2702, 27.3433, -22.7002, 4.0000, 1.0000, 0.2933, nan, 2.0775, 20.7418
10.0533, 0.0353, 1.8105, 26.4673, 26.5986, 26.3375, 26.1403, -20.7037, 4.0000, 1.0000, 0.0815, nan, 0.3550, 12.9099
10.0533, 0.0354, 2.3049, 27.2640, 27.1099, 27.3247, 26.7379, -21.6390, 4.0000, 1.0000, 0.0648, nan, 0.5920, 20.2254
10.0529, 0.0381, 1.6866, 23.7611, 23.9298, 23.4460, 23.3063, -22.7837, 4.0000, 1.0000, 0.1907, nan, 2.6463, 92.0042
10.0514, 0.0370, 2.2157, 27.9162, 27.9904, 28.0746, 28.1065, -18.2000, 4.0000, 1.0000, 0.0000, nan, 0.0171, 3.3566
10.0514, 0.0372, 0.2639, 27.0853, 25.9692, 25.5275, 25.3092, -15.3391, 4.0000, 1.0000, 0.0000, nan, 0.0103, 1.9795
10.0535, 0.0359, 0.9204, 27.8224, 27.7328, 27.5397, 27.4891, -15.8642, 4.0000, 1.0000, 0.0000, nan, 0.0014, 1.3771
10.0546, 0.0433, 1.2627, 25.7760, 25.5269, 25.3970, 25.0251, -19.6570, 4.0000, 1.0000, 0.0000, nan, 0.1071, 10.3279
10.0506, 0.0436, 1.4395, 26.4492, 26.3697, 26.0576, 25.8121, -19.9760, 4.0000, 1.0000, 0.0000, nan, 0.1898, 11.8771
10.0502, 0.0434, 3.6109, 26.9231, 26.4336, 26.4073, 26.3974, -21.6375, 4.0000, 1.0000, 0.1441, nan, 0.6713, 27.0246
10.0504, 0.0435, 1.2184, 27.5144, 27.1316, 26.6986, 26.0115, -19.1759, 4.0000, 1.0000, 0.0000, nan, 0.0868, 6.7131
10.0509, 0.0425, 2.1801, 27.0314, 27.0147, 27.0284, 26.9086, -20.7610, 4.0000, 1.0000, 0.1295, nan, 0.4194, 12.9099
10.0514, 0.0426, 0.7253, 26.4631, 25.9596, 25.2617, 25.0908, -18.2193, 4.0000, 1.0000, 0.0000, nan, 0.0520, 4.8197
10.0515, 0.0439, 0.4801, 27.3572, 26.2605, 25.7959, 25.5571, -16.6394, 4.0000, 1.0000, 0.0000, nan, 0.0134, 1.8934
10.0516, 0.0432, 2.1203, 25.9315, 26.0454, 26.0623, 25.8900, -20.7681, 4.0000, 1.0000, 0.0000, nan, 0.2160, 11.9631
10.0511, 0.0436, 2.1062, 25.2657, 25.4822, 25.2889, 24.8441, -22.2810, 4.0000, 1.0000, 0.2704, nan, 1.2681, 52.6722
10.0545, 0.0401, 1.6357, 26.5762, 26.6322, 26.4043, 26.3607, -19.1643, 4.0000, 1.0000, 0.0000, nan, 0.0541, 8.2623
10.0530, 0.0416, 1.3544, 25.5260, 25.4324, 25.0950, 24.7756, -21.9828, 4.0000, 1.0000, 0.2163, nan, 1.1616, 42.6025
10.0522, 0.0423, 1.3939, 26.9793, 26.7915, 26.6376, 26.5930, -17.9933, 4.0000, 1.0000, 0.0000, nan, 0.0101, 2.1516
10.0536, 0.0415, 1.9493, 24.8611, 24.9788, 24.7034, 24.3611, -23.2575, 4.0000, 1.0000, 0.4093, nan, 3.5128, 90.2829
10.0525, 0.0424, 2.4895, 27.3365, 26.9380, 27.2862, 26.8087, -22.3213, 4.0000, 1.0000, 0.1871, nan, 1.3670, 35.9755
10.0530, 0.0420, 1.3312, 27.1977, 26.8961, 26.7567, 26.5798, -18.2489, 4.0000, 1.0000, 0.0000, nan, 0.0107, 1.8074
10.0542, 0.0390, 1.0022, 28.6994, 27.8470, 26.9426, 26.2704, -17.7751, 4.0000, 1.0000, 0.0000, nan, 0.0256, 4.4754
10.0540, 0.0389, 3.3556, 28.4090, 27.0077, 26.7970, 27.0159, -21.0561, 4.0000, 1.0000, 0.0000, nan, 0.2896, 10.1557
10.0530, 0.0399, 0.6345, 29.0608, 27.6981, 26.8200, 26.5012, -16.5201, 4.0000, 1.0000, 0.0000, nan, 0.0181, 2.0656
10.0501, 0.0432, 3.3932, 27.4554, 27.2549, 27.3145, 27.3607, -19.6919, 4.0000, 1.0000, 0.0000, nan, 0.0706, 8.3484
10.0500, 0.0412, 3.0710, 28.9619, 27.9730, 27.9397, 28.2667, -19.9304, 4.0000, 1.0000, 0.0000, nan, 0.0907, 6.4549
10.0495, 0.0415, 1.9607, 26.0900, 26.2501, 25.8966, 25.4811, -22.2379, 4.0000, 1.0000, 0.1584, nan, 1.4797, 20.7418
10.0499, 0.0421, 0.8761, 25.3118, 24.7203, 23.9793, 23.5186, -21.1917, 4.0000, 1.0000, 0.0675, nan, 0.9687, 25.9058
10.0519, 0.0413, 1.6091, 25.6577, 25.6511, 25.0579, 24.7459, -22.4835, 4.0000, 1.0000, 0.0724, nan, 2.0273, 50.5205
10.0521, 0.0385, 1.4181, 27.8204, 27.7235, 27.4100, 27.1434, -18.6345, 4.0000, 1.0000, 0.0000, nan, 0.0429, 5.1639
10.0496, 0.0410, 1.7385, 27.3078, 27.3946, 27.4288, 27.3606, -18.4661, 4.0000, 1.0000, 0.0000, nan, 0.0271, 4.1312
10.0507, 0.0393, 4.5848, 29.0662, 27.7303, 27.4831, 27.5064, -20.0332, 4.0000, 1.0000, 0.0000, nan, 0.0949, 7.4016
10.0504, 0.0391, 1.7543, 27.5965, 27.6507, 27.2596, 27.0455, -18.8754, 4.0000, 1.0000, 0.0000, nan, 0.0235, 3.5287
10.0505, 0.0390, 0.7578, 26.9043, 27.2692, 27.3624, 27.6001, -15.0569, 4.0000, 1.0000, 0.0000, nan, 0.0004, 1.7213
10.0515, 0.0399, 0.7216, 28.5664, 27.9226, 27.0988, 27.0342, -15.9573, 4.0000, 1.0000, 0.0000, nan, 0.0029, 1.4631
10.0509, 0.0402, 0.9342, 25.8294, 25.1449, 24.3180, 23.8063, -20.4661, 4.0000, 1.0000, 0.0986, nan, 0.4788, 8.7787
10.0653, 0.0246, 0.6329, 27.7841, 27.7556, 27.6891, 27.8069, -14.6477, 4.0000, 1.0000, 0.0000, nan, 0.0003, 1.8074
10.0638, 0.0272, 1.0532, 25.4556, 25.3757, 25.0397, 24.4704, -19.7987, 4.0000, 1.0000, 0.1968, nan, 0.1581, 11.2746
9.9452, -0.0424, 1.1990, 26.6790, 26.3892, 26.0893, 25.4063, -19.5494, 4.0000, 1.0000, 0.0000, nan, 0.0863, 4.9918
9.9459, -0.0430, 1.7175, 27.3530, 27.3625, 27.2761, 27.0294, -19.4853, 4.0000, 1.0000, 0.0000, nan, 0.1162, 7.9180
9.9498, -0.0437, 1.0172, 26.8745, 25.8726, 25.0575, 24.2667, -20.9372, 4.0000, 1.0000, 0.1575, nan, 0.9341, 8.8648
9.9469, -0.0410, 0.2283, 27.8636, 27.9720, 28.1001, 28.1818, -12.1499, 4.0000, 1.0000, 0.0000, nan, 0.0000, 0.8607
