#ra, dec, redshift, g_ab, r_ab, i_ab, z_ab, absmag_r_total, bulge_n, disk_n, BulgeHalfLightRadius, gal_type, mass_stellar, mass_halo
9.9533, -0.0151, 0.2906, 28.0044, 27.4062, 27.4107, 27.4320, -13.4201, 4.0000, 1.0000, 0.0000, nan, 0.0003, 1.2049
9.9452, -0.0099, 2.4271, 25.6398, 25.3297, 25.6856, 25.1473, -23.3831, 4.0000, 1.0000, 0.1013, nan, 3.0903, 148.5493
9.9457, -0.0103, 0.3473, 25.0189, 23.7500, 23.2519, 22.9918, -18.3420, 4.0000, 1.0000, 0.1101, nan, 0.1225, 1.8074
9.9502, -0.0109, 0.9986, 25.5914, 25.4109, 24.9617, 24.4407, -19.8664, 4.0000, 1.0000, 0.0578, nan, 0.1546, 10.0697
9.9492, -0.0102, 2.6671, 25.7339, 25.7391, 25.7194, 25.7946, -21.5268, 4.0000, 1.0000, 0.0000, nan, 0.3628, 18.9344
9.9483, -0.0103, 0.2278, 28.0368, 27.3309, 27.0830, 26.9539, -13.3031, 4.0000, 1.0000, 0.0000, nan, 0.0007, 0.9467
9.9456, -0.0068, 1.1442, 26.7538, 26.7703, 26.6179, 26.0349, -18.2271, 4.0000, 1.0000, 0.0000, nan, 0.0252, 6.7992
9.9452, -0.0080, 0.8587, 27.9911, 27.4453, 26.5813, 26.2062, -17.6795, 4.0000, 1.0000, 0.0000, nan, 0.0281, 3.1844
9.9456, -0.0070, 0.7392, 26.8415, 26.4847, 25.8051, 25.6462, -17.5796, 4.0000, 1.0000, 0.0000, nan, 0.0154, 3.0123
9.9460, -0.0071, 3.2498, 28.0146, 27.0669, 26.8806, 26.8453, -21.5514, 4.0000, 1.0000, 0.3805, nan, 0.3212, 17.9877
9.9468, -0.0094, 1.2938, 24.2781, 24.1113, 23.6278, 23.1486, -22.7292, 4.0000, 1.0000, 0.3062, nan, 4.2330, 133.4018
9.9553, -0.0109, 0.9670, 28.3671, 27.8117, 27.0833, 26.5159, -17.6844, 4.0000, 1.0000, 0.0000, nan, 0.0377, 3.0984
9.9549, -0.0105, 0.6295, 29.2814, 27.9695, 27.0835, 26.7535, -16.2743, 4.0000, 1.0000, 0.0000, nan, 0.0192, 2.3238
9.9533, -0.0109, 2.4043, 25.7741, 25.5610, 25.8947, 25.3967, -22.8309, 4.0000, 1.0000, 0.0842, nan, 2.1746, 60.4181
9.9535, -0.0100, 2.0462, 26.8762, 26.9094, 26.8511, 26.6033, -20.7607, 4.0000, 1.0000, 0.2357, nan, 0.3801, 14.2869
9.9510, -0.0067, 2.2188, 27.5029, 27.3647, 27.1980, 26.7185, -22.1682, 4.0000, 1.0000, 0.3637, nan, 2.6593, 498.1481
9.9513, -0.0077, 0.4671, 26.8240, 25.4579, 25.0947, 24.9069, -17.1306, 4.0000, 1.0000, 0.0000, nan, 0.0198, 2.4959
9.9510, -0.0103, 0.7703, 25.9407, 25.6075, 24.9612, 24.7457, -18.6318, 4.0000, 1.0000, 0.3019, nan, 0.0530, 5.0779
9.9523, -0.0109, 1.3362, 25.9172, 26.0180, 25.9656, 25.7157, -19.1914, 4.0000, 1.0000, 0.0000, nan, 0.0393, 6.3689
9.9514, -0.0097, 2.7685, 28.6533, 27.9968, 28.1744, 28.2081, -21.8661, 4.0000, 1.0000, 0.0000, nan, 0.6685, 19.1926
9.9528, -0.0101, 2.0648, 26.8222, 26.7999, 26.8167, 26.6209, -20.8500, 4.0000, 1.0000, 0.0000, nan, 0.5542, 6.4549
9.9520, -0.0083, 1.3015, 25.7529, 25.5248, 25.2566, 24.8567, -20.7175, 4.0000, 1.0000, 0.0000, nan, 0.4265, 17.5574
9.9529, -0.0089, 0.3396, 27.0451, 25.7101, 25.1579, 24.8710, -16.6506, 4.0000, 1.0000, 0.0000, nan, 0.0238, 2.2377
9.9453, -0.0024, 1.5806, 26.6999, 26.6585, 26.3841, 26.1003, -20.0919, 4.0000, 1.0000, 0.4154, nan, 0.1728, 9.0369
9.9451, -0.0020, 1.2398, 28.1700, 26.9054, 25.7236, 25.0285, -21.0365, 4.0000, 1.0000, 0.1520, nan, 1.4966, 213.7011
9.9454, -0.0022, 1.9095, 26.8121, 27.1074, 26.8531, 26.6858, -19.3226, 4.0000, 1.0000, 0.2612, nan, 0.0592, 5.9385
9.9473, -0.0023, 0.0873, 26.6192, 26.6125, 26.6449, 26.6556, -11.5219, 4.0000, 1.0000, 0.0000, nan, 0.0000, 2.4098
9.9470, -0.0047, 1.1020, 25.3224, 25.2054, 24.9495, 24.3298, -19.8855, 4.0000, 1.0000, 0.0000, nan, 0.1218, 11.6189
9.9479, -0.0039, 3.9209, 27.5512, 26.9747, 26.9818, 26.9861, -20.8866, 4.0000, 1.0000, 0.0000, nan, 0.2185, 9.8976
9.9479, -0.0039, 1.7886, 25.6930, 25.9535, 25.2952, 24.9909, -22.4978, 4.0000, 1.0000, 0.0726, nan, 1.5743, 47.2501
9.9485, -0.0038, 0.1626, 24.4645, 23.7927, 23.4833, 23.3189, -16.1106, 4.0000, 1.0000, 0.0000, nan, 0.0076, 1.8934
9.9472, -0.0034, 0.8866, 26.9863, 26.5448, 25.8160, 25.4575, -18.4400, 4.0000, 1.0000, 0.0000, nan, 0.0670, 5.5082
10.0119, -0.0628, 1.9214, 27.5447, 27.7217, 27.5974, 27.4411, -18.9275, 4.0000, 1.0000, 0.0000, nan, 0.0622, 1.2049
10.0132, -0.0632, 3.3208, 27.3371, 26.9536, 27.0107, 27.2267, -18.6314, 4.0000, 1.0000, 0.0000, nan, 0.0108, 4.9057
10.0126, -0.0622, 1.2661, 25.9828, 26.0323, 25.8985, 25.5053, -19.5674, 4.0000, 1.0000, 0.0000, nan, 0.0979, 8.3484
10.0127, -0.0619, 2.6684, 27.6073, 27.4778, 27.5693, 27.5776, -20.0895, 4.0000, 1.0000, 0.0000, nan, 0.1157, 8.4344
10.0218, -0.0550, 0.8613, 27.0026, 26.4497, 25.6268, 25.1423, -18.7436, 4.0000, 1.0000, 0.0000, nan, 0.0883, 6.7131
10.0207, -0.0558, 0.8131, 28.8527, 27.8222, 26.7563, 26.4079, -17.1404, 4.0000, 1.0000, 0.0000, nan, 0.0134, 1.9795
10.0192, -0.0567, 2.3939, 26.4207, 26.4468, 26.4944, 26.5564, -20.4660, 4.0000, 1.0000, 0.0000, nan, 0.1669, 13.2541
10.0179, -0.0550, 1.1015, 27.2153, 25.3199, 24.2573, 23.2990, -22.0399, 4.0000, 1.0000, 0.7596, nan, 2.5470, 30.2951
10.0177, -0.0555, 1.8035, 27.7325, 27.8120, 27.8622, 27.7792, -18.1755, 4.0000, 1.0000, 0.0000, nan, 0.0245, 4.3893
10.0173, -0.0594, 2.4951, 25.7321, 25.6698, 25.6999, 25.6914, -23.1917, 4.0000, 1.0000, 0.2891, nan, 2.2246, 60.8484
10.0177, -0.0578, 2.5540, 26.8696, 27.1091, 27.3141, 27.4775, -16.8256, 4.0000, 1.0000, 0.0000, nan, 0.0016, 2.8402
10.0171, -0.0585, 1.8466, 24.5557, 24.5280, 24.3361, 23.8096, -23.4735, 4.0000, 1.0000, 0.8987, nan, 8.1955, 259.2298
10.0174, -0.0587, 2.1087, 26.9580, 27.0062, 27.0902, 27.0662, -19.7716, 4.0000, 1.0000, 0.0000, nan, 0.1053, 8.1762
10.0189, -0.0556, 0.5603, 28.9100, 27.7141, 27.1138, 26.8511, -15.7634, 4.0000, 1.0000, 0.0000, nan, 0.0068, 1.9795
10.0191, -0.0563, 1.7395, 26.2995, 26.4994, 25.7987, 25.4594, -21.8877, 4.0000, 1.0000, 0.1575, nan, 1.3184, 31.4140
10.0183, -0.0572, 2.3921, 26.3958, 26.3091, 26.3813, 26.2847, -21.6015, 4.0000, 1.0000, 0.3158, nan, 0.8558, 22.8074
10.0185, -0.0570, 2.0533, 27.8212, 27.7611, 27.7031, 27.4928, -18.6351, 4.0000, 1.0000, 0.0000, nan, 0.0185, 4.9918
10.0114, -0.0557, 2.2972, 26.9271, 27.0065, 27.2432, 27.0378, -18.2906, 4.0000, 1.0000, 0.0000, nan, 0.0133, 4.5615
10.0122, -0.0585, 0.7535, 27.6372, 27.0065, 26.1480, 25.9054, -17.6572, 4.0000, 1.0000, 0.0000, nan, 0.0214, 2.6680
10.0142, -0.0568, 1.7136, 22.9915, 23.1808, 23.1804, 23.2614, -21.7841, 4.0000, 1.0000, 0.0737, nan, 0.1171, 7.4877
10.0116, -0.0575, 0.8888, 25.5207, 24.8966, 24.0773, 23.5354, -20.5300, 4.0000, 1.0000, 0.1067, nan, 0.4636, 18.1599
10.0116, -0.0575, 2.4144, 27.8462, 27.5513, 27.7717, 27.3277, -20.1396, 4.0000, 1.0000, 0.2397, nan, 0.1408, 9.2951
10.0123, -0.0568, 1.6864, 26.2737, 26.3690, 26.0599, 25.9757, -19.7253, 4.0000, 1.0000, 0.0000, nan, 0.1052, 6.1107
10.0122, -0.0572, 0.7330, 27.3627, 26.5028, 25.5731, 25.2477, -18.2527, 4.0000, 1.0000, 0.0000, nan, 0.0802, 2.9262
10.0126, -0.0571, 2.0753, 23.6404, 23.6049, 23.6641, 23.5756, -23.4720, 4.0000, 1.0000, 0.3261, nan, 3.8912, 109.6477
10.0154, -0.0563, 0.3694, 28.7590, 27.8682, 27.8432, 27.8539, -13.5355, 4.0000, 1.0000, 0.0000, nan, 0.0004, 1.3771
10.0123, -0.0593, 2.1595, 25.1338, 25.2611, 25.2034, 24.7600, -22.2080, 4.0000, 1.0000, 0.0639, nan, 1.1507, 47.5083
10.0121, -0.0597, 1.1843, 25.8103, 25.0147, 24.5274, 23.8347, -22.9204, 4.0000, 1.0000, 0.1518, nan, 3.8895, 86.2378
10.0120, -0.0601, 0.4833, 25.2915, 24.5290, 24.2937, 24.1722, -17.9583, 4.0000, 1.0000, 0.0000, nan, 0.0330, 4.3033
10.0130, -0.0592, 0.8160, 27.2534, 27.0744, 26.4054, 26.2068, -17.1836, 4.0000, 1.0000, 0.0000, nan, 0.0131, 2.4959
10.0162, -0.0600, 1.2214, 28.0794, 27.7575, 27.2998, 26.7087, -19.9774, 4.0000, 1.0000, 0.0000, nan, 0.1761, 3.7008
10.0157, -0.0603, 1.9713, 27.3426, 27.4847, 27.0951, 26.6481, -21.3633, 4.0000, 1.0000, 0.2139, nan, 0.5839, 5.0779
10.0160, -0.0578, 1.7634, 24.0132, 24.1846, 23.7382, 23.4895, -23.7619, 4.0000, 1.0000, 0.2123, nan, 5.6485, 166.6231
10.0140, -0.0578, 2.1180, 26.7524, 26.8411, 26.8501, 26.6685, -20.3624, 4.0000, 1.0000, 0.0000, nan, 0.1839, 9.1230
10.0143, -0.0584, 1.1730, 26.3402, 25.7933, 25.2467, 24.5474, -20.9167, 4.0000, 1.0000, 0.4119, nan, 0.7936, 6.7131
10.0863, -0.0010, 1.9245, 25.9635, 26.0427, 25.6974, 25.3844, -20.8928, 4.0000, 1.0000, 0.0000, nan, 0.1869, 13.5984
10.0830, -0.0005, 2.7104, 24.9411, 24.5844, 24.8540, 24.8161, -22.7301, 4.0000, 1.0000, 0.1033, nan, 1.2048, 27.9713
10.0836, -0.0013, 0.8508, 28.0837, 27.6781, 26.8773, 26.5230, -17.1005, 4.0000, 1.0000, 0.0564, nan, 0.0106, 0.6885
10.0489, 0.0181, 1.8374, 27.3496, 27.7028, 27.5085, 27.4925, -17.5426, 4.0000, 1.0000, 0.0000, nan, 0.0053, 0.9467
10.0493, 0.0219, 1.5225, 27.6234, 27.7919, 27.8052, 27.8726, -16.6193, 4.0000, 1.0000, 0.0000, nan, 0.0019, 2.9262
10.0492, 0.0214, 0.5960, 28.9037, 27.6351, 26.8928, 26.6432, -16.1115, 4.0000, 1.0000, 0.0000, nan, 0.0068, 1.8934
10.0478, 0.0209, 0.9947, 27.0849, 26.7827, 26.2192, 25.6945, -18.4187, 4.0000, 1.0000, 0.0000, nan, 0.0386, 5.6803
10.0479, 0.0210, 1.8331, 26.8982, 27.2617, 27.0008, 26.9711, -18.0027, 4.0000, 1.0000, 0.0000, nan, 0.0090, 3.0123
10.0475, 0.0218, 0.7470, 23.1772, 22.2017, 21.1655, 20.7408, -23.1477, 4.0000, 1.0000, 0.5184, nan, 7.7814, 305.2749
10.0494, 0.0193, 1.8759, 25.2787, 25.2460, 25.2735, 25.0542, -21.8899, 4.0000, 1.0000, 0.0820, nan, 0.9815, 36.2336
10.0490, 0.0210, 0.3197, 21.1246, 19.9941, 19.5253, 19.2797, -22.0340, 4.0000, 1.0000, 0.2590, nan, 2.6697, 83.6559
10.0487, 0.0207, 1.2524, 26.7234, 26.5168, 26.4300, 25.9588, -18.5891, 4.0000, 1.0000, 0.0000, nan, 0.0208, 4.5615
10.0476, 0.0193, 1.9871, 26.3076, 26.4924, 26.2032, 25.8584, -21.6064, 4.0000, 1.0000, 0.1032, nan, 0.6028, 23.4959
10.0469, 0.0200, 0.7847, 27.9058, 27.6944, 27.3951, 27.3749, -15.7867, 4.0000, 1.0000, 0.0000, nan, 0.0015, 1.6352
10.0547, 0.0122, 1.5285, 27.5488, 27.6302, 27.5469, 27.3946, -18.3831, 4.0000, 1.0000, 0.0000, nan, 0.0355, 4.3893
10.0546, 0.0117, 1.6974, 27.7500, 27.7780, 27.6958, 27.4968, -18.6892, 4.0000, 1.0000, 0.0356, nan, 0.0412, 4.6475
10.0545, 0.0137, 0.4775, 24.4897, 23.2591, 22.6921, 22.3618, -20.3063, 4.0000, 1.0000, 0.1026, nan, 0.5123, 15.7500
10.0541, 0.0132, 1.0797, 23.0675, 22.8072, 22.4469, 21.8271, -23.1346, 4.0000, 1.0000, 0.3821, nan, 4.5709, 133.2297
10.0534, 0.0128, 1.0228, 27.4796, 27.4266, 27.3546, 27.2177, -16.2858, 4.0000, 1.0000, 0.0000, nan, 0.0015, 1.7213
10.0540, 0.0163, 0.5669, 28.9867, 27.6631, 26.8374, 26.4984, -16.3416, 4.0000, 1.0000, 0.0000, nan, 0.0194, 1.6352
10.0521, 0.0150, 1.1723, 28.0654, 27.4054, 27.0107, 26.3054, -19.2533, 4.0000, 1.0000, 0.0000, nan, 0.1175, 7.3156
10.0514, 0.0146, 3.1196, 25.7502, 25.6569, 25.6443, 25.6348, -22.0605, 4.0000, 1.0000, 0.0000, nan, 0.6815, 33.9099
10.0511, 0.0158, 3.8200, 27.9729, 27.4889, 27.4720, 27.4847, -19.8559, 4.0000, 1.0000, 0.0000, nan, 0.0827, 11.9631
10.0528, 0.0138, 3.6142, 28.6014, 27.5885, 27.3028, 27.3023, -21.9980, 4.0000, 1.0000, 0.1005, nan, 0.6814, 19.8812
10.0536, 0.0138, 1.1724, 28.7543, 27.9955, 27.1467, 26.4043, -19.0835, 4.0000, 1.0000, 0.0000, nan, 0.1956, 6.1107
10.0533, 0.0218, 0.7044, 24.9231, 24.5364, 23.9007, 23.7477, -19.4198, 4.0000, 1.0000, 0.0000, nan, 0.1473, 10.0697
10.0496, 0.0219, 2.7649, 25.1793, 24.8733, 25.0444, 25.0827, -22.1344, 4.0000, 1.0000, 0.1243, nan, 0.6511, 24.0123
10.0519, 0.0205, 0.3197, 24.4332, 23.2013, 22.7035, 22.4555, -18.7206, 4.0000, 1.0000, 0.1917, nan, 0.1657, 2.2377
10.0512, 0.0204, 1.8332, 25.8288, 25.9764, 25.8882, 25.7690, -20.3816, 4.0000, 1.0000, 0.0000, nan, 0.1290, 12.5656
10.0512, 0.0205, 0.5507, 28.1002, 26.9501, 26.4110, 26.1980, -16.3170, 4.0000, 1.0000, 0.0000, nan, 0.0073, 1.6352
10.0511, 0.0209, 1.7537, 27.2366, 27.2227, 27.1772, 27.0470, -18.8158, 4.0000, 1.0000, 0.0000, nan, 0.0350, 5.5943
10.0548, 0.0166, 2.2742, 24.9629, 24.9489, 25.0291, 24.8367, -22.4481, 4.0000, 1.0000, 0.5928, nan, 1.5546, 56.3730
10.0540, 0.0177, 0.5246, 26.5881, 25.5950, 25.1394, 24.9228, -17.4646, 4.0000, 1.0000, 0.0000, nan, 0.0348, 3.5287
10.0544, 0.0173, 0.6821, 28.8166, 27.3807, 26.3789, 25.9973, -17.2952, 4.0000, 1.0000, 0.0000, nan, 0.0447, 2.0656
10.0549, 0.0181, 2.9886, 26.3593, 26.3432, 26.3707, 26.3912, -20.8427, 4.0000, 1.0000, 0.0000, nan, 0.2001, 10.5000
10.0528, 0.0190, 0.9995, 26.5212, 26.3458, 25.9014, 25.3821, -18.9880, 4.0000, 1.0000, 0.0000, nan, 0.0818, 5.1639
10.0535, 0.0182, 1.4601, 27.0149, 27.0998, 26.9777, 26.8096, -18.8318, 4.0000, 1.0000, 0.0000, nan, 0.0486, 6.0246
10.0534, 0.0188, 2.0780, 26.6663, 26.6959, 26.6622, 26.4280, -20.9645, 4.0000, 1.0000, 0.1904, nan, 0.5183, 12.6517
10.0540, 0.0186, 1.4261, 26.1187, 26.0082, 25.6679, 25.4099, -20.8395, 4.0000, 1.0000, 0.0000, nan, 0.4770, 17.3853
10.0537, 0.0184, 1.6150, 27.2997, 27.3770, 27.3152, 27.1653, -18.8136, 4.0000, 1.0000, 0.0000, nan, 0.0517, 4.8197
10.0530, 0.0193, 0.3476, 25.8927, 25.2965, 25.2789, 25.2712, -15.9899, 4.0000, 1.0000, 0.0000, nan, 0.0021, 1.1189
9.9288, 0.0150, 0.5530, 26.7780, 25.3293, 24.5572, 24.2097, -18.5157, 4.0000, 1.0000, 0.1057, nan, 0.1212, 3.4426
9.9292, 0.0149, 1.5757, 23.8069, 23.8859, 23.8510, 23.7430, -22.1803, 4.0000, 1.0000, 0.0000, nan, 0.8920, 77.2009
9.9289, 0.0145, 0.7983, 29.0688, 27.9808, 26.9003, 26.5580, -16.9849, 4.0000, 1.0000, 0.0000, nan, 0.0144, 2.1516
9.9289, 0.0151, 2.4421, 27.8863, 27.8333, 27.8695, 27.8418, -19.8692, 4.0000, 1.0000, 0.0000, nan, 0.1509, 7.4877
9.9297, 0.0139, 1.1431, 23.1349, 22.7257, 22.4526, 21.8559, -23.3710, 4.0000, 1.0000, 0.0939, nan, 3.3710, 185.9019
9.9305, 0.0138, 1.1805, 27.7937, 27.3024, 27.2058, 27.0356, -16.9212, 4.0000, 1.0000, 0.0000, nan, 0.0039, 3.5287
9.9309, 0.0149, 1.1259, 27.7162, 27.7014, 27.4901, 26.8992, -17.3989, 4.0000, 1.0000, 0.0000, nan, 0.0159, 1.9795
9.9328, 0.0102, 3.0307, 26.9945, 26.6206, 26.5371, 26.6271, -22.5576, 4.0000, 1.0000, 0.0000, nan, 1.1570, 38.2132
9.9317, 0.0095, 1.7497, 26.8782, 26.9398, 26.9696, 26.8684, -19.2195, 4.0000, 1.0000, 0.0000, nan, 0.0875, 6.6271
9.9317, 0.0095, 1.4175, 27.7539, 27.6376, 27.4965, 27.4291, -17.6381, 4.0000, 1.0000, 0.0000, nan, 0.0118, 3.4426
9.9286, 0.0089, 0.8560, 27.3029, 26.9415, 26.1531, 25.8316, -17.7936, 4.0000, 1.0000, 0.0000, nan, 0.0287, 4.3894
9.9286, 0.0091, 0.7076, 25.6571, 25.1026, 24.4129, 24.2696, -18.8734, 4.0000, 1.0000, 0.0000, nan, 0.0744, 6.1107
9.9305, 0.0081, 1.7562, 26.5352, 26.7062, 26.0425, 25.6475, -21.9848, 4.0000, 1.0000, 0.1475, nan, 1.6267, 33.9099
9.9303, 0.0081, 3.0985, 28.3705, 27.8431, 27.8944, 28.2794, -18.0375, 4.0000, 1.0000, 0.0000, nan, 0.0074, 2.1516
9.9306, 0.0080, 1.5766, 24.4861, 24.5628, 24.5185, 24.3964, -21.5298, 4.0000, 1.0000, 0.1464, nan, 0.7215, 31.3279
9.9297, 0.0081, 1.7816, 24.0948, 24.2355, 24.0282, 23.8286, -22.7645, 4.0000, 1.0000, 0.2496, nan, 2.7534, 95.6190
9.9294, 0.0077, 1.8177, 27.6463, 27.7870, 27.6817, 27.5375, -18.7211, 4.0000, 1.0000, 0.0000, nan, 0.0415, 4.9057
9.9296, 0.0083, 0.2844, 28.6049, 27.6678, 27.2610, 27.0578, -13.7428, 4.0000, 1.0000, 0.0000, nan, 0.0017, 1.5492
9.9311, 0.0101, 1.8882, 26.2125, 26.3153, 26.3122, 26.2181, -19.7844, 4.0000, 1.0000, 0.0000, nan, 0.0732, 7.9180
9.9237, 0.0089, 0.4286, 26.4152, 25.1508, 24.6321, 24.3480, -17.5358, 4.0000, 1.0000, 0.0000, nan, 0.0530, 1.9795
9.9240, 0.0096, 0.2572, 21.7450, 20.8933, 20.5103, 20.3110, -20.3896, 4.0000, 1.0000, 0.3063, nan, 0.6143, 19.2787
9.9246, 0.0080, 1.8879, 26.2565, 26.2821, 26.2153, 25.9416, -21.0548, 4.0000, 1.0000, 0.1870, nan, 0.4374, 21.6025
9.9246, 0.0080, 1.7221, 26.8698, 26.9539, 26.8741, 26.7175, -19.8486, 4.0000, 1.0000, 0.0000, nan, 0.1229, 10.1557
9.9248, 0.0082, 0.8197, 28.7950, 27.5915, 26.5500, 26.0826, -17.5906, 4.0000, 1.0000, 0.0000, nan, 0.0384, 2.6680
9.9248, 0.0080, 2.2592, 27.2336, 27.2229, 27.2380, 27.2030, -20.2369, 4.0000, 1.0000, 0.1336, nan, 0.1952, 8.9508
9.9251, 0.0078, 0.3959, 25.1281, 24.3956, 24.2416, 24.1413, -17.4762, 4.0000, 1.0000, 0.0000, nan, 0.0140, 2.4098
9.9243, 0.0074, 1.4743, 26.5580, 26.5370, 26.2772, 26.0802, -19.7301, 4.0000, 1.0000, 0.0000, nan, 0.1686, 10.4139
9.9241, 0.0070, 1.0534, 27.7457, 27.9501, 28.1473, 28.1612, -14.8779, 4.0000, 1.0000, 0.0000, nan, 0.0003, 1.4631
9.9280, 0.0109, 0.7601, 28.9075, 27.4637, 26.3018, 25.8150, -17.9626, 4.0000, 1.0000, 0.0000, nan, 0.0776, 1.9795
9.9268, 0.0109, 0.8205, 28.5551, 26.9938, 25.8376, 25.2122, -18.8485, 4.0000, 1.0000, 0.0836, nan, 0.2451, 1.8934
9.9263, 0.0104, 0.7279, 28.6947, 27.2201, 26.0958, 25.6403, -17.9556, 4.0000, 1.0000, 0.0000, nan, 0.0834, 1.8074
9.9253, 0.0024, 0.6992, 25.6530, 24.8097, 23.9742, 23.7023, -19.5700, 4.0000, 1.0000, 0.1330, nan, 0.2677, 20.6558
9.9235, 0.0026, 1.9568, 27.6946, 27.7729, 27.6769, 27.4502, -19.3286, 4.0000, 1.0000, 0.0000, nan, 0.0870, 5.2500
9.9239, 0.0014, 0.7317, 27.7220, 26.2589, 25.0840, 24.6082, -19.1281, 4.0000, 1.0000, 0.0000, nan, 0.2837, 6.1107
9.9273, 0.0049, 2.1978, 27.7495, 27.8212, 27.8981, 27.8471, -18.7554, 4.0000, 1.0000, 0.0000, nan, 0.0399, 4.9057
9.9275, 0.0052, 1.2242, 23.4241, 22.8581, 22.4500, 21.8213, -23.7738, 4.0000, 1.0000, 0.2714, nan, 8.4206, 256.7339
9.9264, 0.0036, 2.8620, 27.0774, 26.9462, 26.9242, 26.9417, -21.3280, 4.0000, 1.0000, 0.1919, nan, 0.4525, 18.7623
9.9264, 0.0045, 2.4507, 26.2976, 26.2378, 26.2867, 26.3030, -21.2982, 4.0000, 1.0000, 0.0000, nan, 0.4069, 17.5574
10.0836, -0.0009, 4.2677, 28.1318, 27.3639, 27.1585, 27.1985, -18.9257, 4.0000, 1.0000, 0.0000, nan, 0.0138, 7.4877
10.0832, -0.0013, 1.9948, 25.9897, 26.0638, 26.1441, 26.1052, -20.2472, 4.0000, 1.0000, 0.0588, nan, 0.1099, 7.5738
10.0829, -0.0045, 0.5238, 26.7437, 27.0726, 27.3774, 27.5907, -14.3369, 4.0000, 1.0000, 0.0000, nan, 0.0002, 1.8934
10.0839, -0.0037, 2.1186, 27.2928, 27.3539, 27.2455, 26.8253, -21.1594, 4.0000, 1.0000, 0.1732, nan, 0.5321, 16.4385
10.0834, -0.0033, 2.0263, 27.5393, 27.7732, 27.6679, 27.5408, -18.1867, 4.0000, 1.0000, 0.0000, nan, 0.0201, 3.2705
10.0847, -0.0019, 0.5974, 27.5605, 26.4767, 25.7482, 25.4698, -17.3747, 4.0000, 1.0000, 0.0000, nan, 0.0266, 1.9795
10.0775, -0.0015, 2.0657, 27.4604, 27.7994, 27.6649, 27.3919, -18.1989, 4.0000, 1.0000, 0.0000, nan, 0.0146, 3.1844
10.0776, -0.0018, 0.9474, 27.2621, 25.6233, 24.5431, 23.8032, -20.7557, 4.0000, 1.0000, 0.2251, nan, 0.4060, 5.0779
10.0789, -0.0007, 1.6768, 27.3737, 27.4708, 27.3078, 27.1587, -19.1788, 4.0000, 1.0000, 0.0000, nan, 0.0857, 3.7869
10.0789, -0.0002, 0.9947, 27.9048, 27.3508, 26.6459, 26.0027, -18.3269, 4.0000, 1.0000, 0.0000, nan, 0.0470, 2.6680
10.0770, -0.0052, 1.2460, 27.9605, 27.6262, 27.2996, 26.6832, -18.4782, 4.0000, 1.0000, 0.0000, nan, 0.0563, 4.6475
10.0770, -0.0037, 2.5762, 27.3996, 27.4474, 27.4925, 27.5796, -19.0875, 4.0000, 1.0000, 0.0000, nan, 0.0413, 4.4754
10.0780, -0.0027, 4.0498, 27.3386, 26.8769, 26.5404, 26.5070, -20.1259, 4.0000, 1.0000, 0.0000, nan, 0.0737, 14.6312
10.0773, -0.0039, 0.8202, 27.4649, 26.7749, 25.7177, 25.5059, -17.8452, 4.0000, 1.0000, 0.0000, nan, 0.0163, 5.9385
10.0798, -0.0023, 2.2089, 27.8275, 27.8539, 27.9110, 27.8278, -19.0103, 4.0000, 1.0000, 0.0000, nan, 0.0504, 6.0246
10.0805, -0.0019, 1.8859, 25.9392, 25.9809, 25.9391, 25.7317, -21.0334, 4.0000, 1.0000, 0.1198, nan, 0.3835, 13.4262
10.0809, -0.0010, 0.3651, 25.6142, 24.2137, 23.6425, 23.3356, -18.2310, 4.0000, 1.0000, 0.0000, nan, 0.1287, 1.9795
10.0795, -0.0021, 1.4758, 26.7551, 26.6377, 26.2323, 25.9740, -20.3259, 4.0000, 1.0000, 0.2037, nan, 0.3289, 11.6189
10.0771, -0.0027, 2.3181, 27.8159, 27.9183, 28.1674, 28.0254, -17.3364, 4.0000, 1.0000, 0.0000, nan, 0.0037, 2.1516
10.0782, -0.0017, 0.3961, 28.9290, 27.7689, 27.3120, 27.0549, -14.6008, 4.0000, 1.0000, 0.0000, nan, 0.0038, 1.8934
10.0783, -0.0019, 1.1096, 25.5169, 25.4812, 25.2409, 24.6552, -19.8336, 4.0000, 1.0000, 0.0997, nan, 0.1543, 10.1557
10.0770, -0.0087, 3.8643, 28.7195, 27.8600, 27.5593, 27.5131, -20.9615, 4.0000, 1.0000, 0.1056, nan, 0.2506, 12.2213
10.0775, -0.0088, 0.4282, 25.3678, 24.3304, 23.9971, 23.7958, -18.0881, 4.0000, 1.0000, 0.0000, nan, 0.0490, 2.1516
10.0771, -0.0089, 0.1694, 28.0355, 27.3391, 27.0333, 26.8804, -12.6524, 4.0000, 1.0000, 0.0000, nan, 0.0007, 1.2910
10.0779, -0.0094, 3.0721, 28.0989, 27.4794, 27.5533, 27.9888, -18.9418, 4.0000, 1.0000, 0.0000, nan, 0.0153, 3.9590
10.0799, -0.0075, 1.0111, 26.8650, 26.4240, 26.1885, 25.9761, -17.8436, 4.0000, 1.0000, 0.0000, nan, 0.0112, 3.0984
10.0802, -0.0066, 1.5326, 27.9263, 27.8616, 27.5132, 27.3881, -18.4783, 4.0000, 1.0000, 0.0000, nan, 0.0227, 1.8074
